Name RNA Mapping_rate Group
TS118 SRR786532 0.9499 CER
TS118 SRR786533 0.9596 CER
TS118 SRR786534 0.9615 CER
TS118 SRR786535 0.9698 CER
TS118 SRR786536 0.9715 CER
TS118 SRR786537 0.9721 CER
TS118 SRR786538 0.9472 CER
TS118 SRR786539 0.9496 CER
TS118 SRR786540 0.9728 CER
TS118 SRR786541 0.97 CER
TS118 SRR786542 0.9787 CER
TS118 SRR786543 0.931 CER
TS118 SRR786544 0.9242 CER
TS118 SRR786545 0.9672 CER
TS118 SRR786546 0.9745 CER
TS118 SRR786547 0.9736 CER
TS118 SRR786548 0.9723 CER
TS118 SRR786549 0.9677 CER
TS118 SRR786550 0.9742 CER
TS118 SRR786551 0.9754 CER
TS118 SRR786581 0.9485 CER
TS118 SRR786582 0.9549 CER
TS118 SRR786583 0.9487 CER
TS118 SRR786584 0.9549 CER
TS118 SRR786585 0.9587 CER
TS118 SRR786586 0.9594 CER
TS118 SRR786587 0.9477 CER
TS118 SRR786588 0.9509 CER
TS118 SRR786589 0.9626 CER
TS118 SRR786590 0.9657 CER
TS118 SRR786591 0.9572 CER
TS118 SRR786592 0.9597 CER
TS118 SRR786593 0.963 CER
TS118 SRR786594 0.9656 CER
TS118 SRR786595 0.9569 CER
TS118 SRR786596 0.96 CER
TS2 SRR10435545 0.9776 BIG
TS2 SRR10435546 0.986 BIG
TS2 SRR10435547 0.9856 BIG
TS2 SRR10435549 0.9142 BIG
TS2 SRR12560324 0.9548 BIG
TS2 SRR2064660 0.9898 BIG
TS2 SRR2064662 0.9931 BIG
TS2 SRR2064663 0.9942 BIG
TS2 SRR2064665 0.9872 BIG
TS2 SRR2064668 0.9891 BIG
TS2 SRR2064671 0.9907 BIG
TS2 SRR2356898 0.932 BIG
TS2 SRR2356905 0.9563 BIG
TS2 SRR2356907 0.9555 BIG
TS2 SRR2356916 0.9452 BIG
TS2 SRR2356941 0.9217 BIG
TS2 SRR2356969 0.948 BIG
TS2 SRR2939611 0.9684 BIG
TS2 SRR2939613 0.9731 BIG
TS2 SRR2939615 0.9709 BIG
TS2 SRR3031978 0.9169 BIG
TS2 SRR3119178 0.983 BIG
TS2 SRR3119184 0.984 BIG
TS2 SRR3119185 0.9923 BIG
TS2 SRR3119186 0.9925 BIG
TS2 SRR3119187 0.9914 BIG
TS2 SRR3119188 0.9913 BIG
TS2 SRR3119189 0.9907 BIG
TS2 SRR3119190 0.9866 BIG
TS2 SRR786507 0.9812 BIG
TS2 SRR786508 0.9813 BIG
TS2 SRR786509 0.9815 BIG
TS2 SRR786514 0.9779 BIG
TS2 SRR786515 0.9701 BIG
TS2 SRR786516 0.9734 BIG
TS2 SRR786517 0.9713 BIG
TS2 SRR786520 0.9397 BIG
TS2 SRR786521 0.9402 BIG
TS2 SRR786522 0.9534 BIG
TS2 SRR786523 0.9534 BIG
TS2 SRR786525 0.975 BIG
TS2 SRR786526 0.9633 BIG
TS2 SRR786527 0.9704 BIG
TS2 SRR786528 0.9833 BIG
TS2 SRR786529 0.9619 BIG
TS2 SRR786530 0.9643 BIG
TS2 SRR786531 0.9526 BIG
TS2 SRR786532 0.9476 BIG
TS2 SRR786533 0.9581 BIG
TS2 SRR786534 0.9598 BIG
TS2 SRR786535 0.968 BIG
TS2 SRR786536 0.9695 BIG
TS2 SRR786537 0.9705 BIG
TS2 SRR786538 0.9463 BIG
TS2 SRR786539 0.9486 BIG
TS2 SRR786540 0.971 BIG
TS2 SRR786541 0.9682 BIG
TS2 SRR786542 0.9766 BIG
TS2 SRR786543 0.9297 BIG
TS2 SRR786544 0.923 BIG
TS2 SRR786545 0.9653 BIG
TS2 SRR786546 0.9725 BIG
TS2 SRR786547 0.972 BIG
TS2 SRR786548 0.9705 BIG
TS2 SRR786549 0.9659 BIG
TS2 SRR786550 0.9725 BIG
TS2 SRR786551 0.9737 BIG
TS2 SRR786581 0.9455 BIG
TS2 SRR786582 0.9519 BIG
TS2 SRR786583 0.9461 BIG
TS2 SRR786584 0.9522 BIG
TS2 SRR786585 0.9557 BIG
TS2 SRR786586 0.9563 BIG
TS2 SRR786587 0.9452 BIG
TS2 SRR786588 0.9482 BIG
TS2 SRR786589 0.9595 BIG
TS2 SRR786590 0.9626 BIG
TS2 SRR786591 0.9547 BIG
TS2 SRR786592 0.9569 BIG
TS2 SRR786593 0.9598 BIG
TS2 SRR786594 0.9624 BIG
TS2 SRR786595 0.9543 BIG
TS2 SRR786596 0.9572 BIG
TS692 SRR10435545 0.9807 BIG
TS692 SRR10435546 0.9876 BIG
TS692 SRR10435547 0.9886 BIG
TS692 SRR10435549 0.9161 BIG
TS692 SRR12560324 0.957 BIG
TS692 SRR2064660 0.992 BIG
TS692 SRR2064662 0.9952 BIG
TS692 SRR2064663 0.9963 BIG
TS692 SRR2064665 0.9897 BIG
TS692 SRR2064668 0.9912 BIG
TS692 SRR2064671 0.9925 BIG
TS692 SRR2356898 0.9341 BIG
TS692 SRR2356905 0.959 BIG
TS692 SRR2356907 0.9578 BIG
TS692 SRR2356916 0.9484 BIG
TS692 SRR2356941 0.924 BIG
TS692 SRR2356969 0.9508 BIG
TS692 SRR2939611 0.9698 BIG
TS692 SRR2939613 0.9745 BIG
TS692 SRR2939615 0.9725 BIG
TS692 SRR3031978 0.9197 BIG
TS692 SRR3119178 0.9855 BIG
TS692 SRR3119184 0.9865 BIG
TS692 SRR3119185 0.9926 BIG
TS692 SRR3119186 0.9926 BIG
TS692 SRR3119187 0.9943 BIG
TS692 SRR3119188 0.9937 BIG
TS692 SRR3119189 0.9931 BIG
TS692 SRR3119190 0.989 BIG
TS692 SRR786507 0.9839 BIG
TS692 SRR786508 0.9835 BIG
TS692 SRR786509 0.9842 BIG
TS692 SRR786514 0.981 BIG
TS692 SRR786515 0.9734 BIG
TS692 SRR786516 0.9762 BIG
TS692 SRR786517 0.9744 BIG
TS692 SRR786520 0.9423 BIG
TS692 SRR786521 0.9429 BIG
TS692 SRR786522 0.9561 BIG
TS692 SRR786523 0.9562 BIG
TS692 SRR786525 0.9765 BIG
TS692 SRR786526 0.9659 BIG
TS692 SRR786527 0.973 BIG
TS692 SRR786528 0.9856 BIG
TS692 SRR786529 0.9644 BIG
TS692 SRR786530 0.967 BIG
TS692 SRR786531 0.9554 BIG
TS692 SRR786532 0.9504 BIG
TS692 SRR786533 0.9605 BIG
TS692 SRR786534 0.9623 BIG
TS692 SRR786535 0.9709 BIG
TS692 SRR786536 0.9724 BIG
TS692 SRR786537 0.9732 BIG
TS692 SRR786538 0.9486 BIG
TS692 SRR786539 0.9508 BIG
TS692 SRR786540 0.9731 BIG
TS692 SRR786541 0.9702 BIG
TS692 SRR786542 0.9793 BIG
TS692 SRR786543 0.9318 BIG
TS692 SRR786544 0.925 BIG
TS692 SRR786545 0.9681 BIG
TS692 SRR786546 0.9752 BIG
TS692 SRR786547 0.9745 BIG
TS692 SRR786548 0.9732 BIG
TS692 SRR786549 0.9676 BIG
TS692 SRR786550 0.974 BIG
TS692 SRR786551 0.9761 BIG
TS692 SRR786581 0.9484 BIG
TS692 SRR786582 0.9548 BIG
TS692 SRR786583 0.9489 BIG
TS692 SRR786584 0.9551 BIG
TS692 SRR786585 0.9586 BIG
TS692 SRR786586 0.9593 BIG
TS692 SRR786587 0.9479 BIG
TS692 SRR786588 0.9511 BIG
TS692 SRR786589 0.9624 BIG
TS692 SRR786590 0.9657 BIG
TS692 SRR786591 0.9575 BIG
TS692 SRR786592 0.9599 BIG
TS692 SRR786593 0.9629 BIG
TS692 SRR786594 0.9655 BIG
TS692 SRR786595 0.9571 BIG
TS692 SRR786596 0.9602 BIG
TS222 SRR10435545 0.9798 PIM
TS222 SRR10435546 0.9862 PIM
TS222 SRR10435547 0.9875 PIM
TS222 SRR10435549 0.915 PIM
TS222 SRR12560324 0.9561 PIM
TS222 SRR2064660 0.991 PIM
TS222 SRR2064662 0.9958 PIM
TS222 SRR2064663 0.9935 PIM
TS222 SRR2064665 0.9892 PIM
TS222 SRR2064668 0.9904 PIM
TS222 SRR2064671 0.9943 PIM
TS222 SRR2356898 0.9336 PIM
TS222 SRR2356905 0.9593 PIM
TS222 SRR2356907 0.955 PIM
TS222 SRR2356916 0.9479 PIM
TS222 SRR2356941 0.9243 PIM
TS222 SRR2356969 0.952 PIM
TS222 SRR2939611 0.9697 PIM
TS222 SRR2939613 0.9744 PIM
TS222 SRR2939615 0.9724 PIM
TS222 SRR3031978 0.9194 PIM
TS222 SRR3119178 0.9843 PIM
TS222 SRR3119184 0.9856 PIM
TS222 SRR3119185 0.9915 PIM
TS222 SRR3119186 0.9909 PIM
TS222 SRR3119187 0.9936 PIM
TS222 SRR3119188 0.9929 PIM
TS222 SRR3119189 0.9922 PIM
TS222 SRR3119190 0.9881 PIM
TS222 SRR786507 0.9839 PIM
TS222 SRR786508 0.9844 PIM
TS222 SRR786509 0.9843 PIM
TS222 SRR786514 0.9815 PIM
TS222 SRR786515 0.9737 PIM
TS222 SRR786516 0.9766 PIM
TS222 SRR786517 0.9749 PIM
TS222 SRR786520 0.9418 PIM
TS222 SRR786521 0.9423 PIM
TS222 SRR786522 0.9555 PIM
TS222 SRR786523 0.9556 PIM
TS222 SRR786525 0.9769 PIM
TS222 SRR786526 0.9659 PIM
TS222 SRR786527 0.9732 PIM
TS222 SRR786528 0.986 PIM
TS222 SRR786529 0.9643 PIM
TS222 SRR786530 0.967 PIM
TS222 SRR786531 0.9551 PIM
TS222 SRR786532 0.95 PIM
TS222 SRR786533 0.9603 PIM
TS222 SRR786534 0.9621 PIM
TS222 SRR786535 0.9704 PIM
TS222 SRR786536 0.972 PIM
TS222 SRR786537 0.9728 PIM
TS222 SRR786538 0.948 PIM
TS222 SRR786539 0.9503 PIM
TS222 SRR786540 0.9736 PIM
TS222 SRR786541 0.9707 PIM
TS222 SRR786542 0.9793 PIM
TS222 SRR786543 0.9317 PIM
TS222 SRR786544 0.9249 PIM
TS222 SRR786545 0.9681 PIM
TS222 SRR786546 0.9753 PIM
TS222 SRR786547 0.9741 PIM
TS222 SRR786548 0.9728 PIM
TS222 SRR786549 0.9685 PIM
TS222 SRR786550 0.9749 PIM
TS222 SRR786551 0.976 PIM
TS222 SRR786581 0.9483 PIM
TS222 SRR786582 0.9547 PIM
TS222 SRR786583 0.9486 PIM
TS222 SRR786584 0.9549 PIM
TS222 SRR786585 0.9584 PIM
TS222 SRR786586 0.9591 PIM
TS222 SRR786587 0.9476 PIM
TS222 SRR786588 0.9508 PIM
TS222 SRR786589 0.9623 PIM
TS222 SRR786590 0.9654 PIM
TS222 SRR786591 0.9572 PIM
TS222 SRR786592 0.9597 PIM
TS222 SRR786593 0.9626 PIM
TS222 SRR786594 0.965 PIM
TS222 SRR786595 0.9568 PIM
TS222 SRR786596 0.9598 PIM
TS281 SRR10435545 0.9808 CER
TS281 SRR10435546 0.9877 CER
TS281 SRR10435547 0.9882 CER
TS281 SRR10435549 0.9162 CER
TS281 SRR12560324 0.9566 CER
TS281 SRR2064660 0.9906 CER
TS281 SRR2064662 0.9952 CER
TS281 SRR2064663 0.9941 CER
TS281 SRR2064665 0.989 CER
TS281 SRR2064668 0.99 CER
TS281 SRR2064671 0.9929 CER
TS281 SRR2356898 0.9332 CER
TS281 SRR2356905 0.9583 CER
TS281 SRR2356907 0.9554 CER
TS281 SRR2356916 0.9473 CER
TS281 SRR2356941 0.9237 CER
TS281 SRR2356969 0.9504 CER
TS281 SRR2939611 0.9694 CER
TS281 SRR2939613 0.9738 CER
TS281 SRR2939615 0.9723 CER
TS281 SRR3031978 0.9193 CER
TS281 SRR3119178 0.9854 CER
TS281 SRR3119184 0.9865 CER
TS281 SRR3119185 0.9929 CER
TS281 SRR3119186 0.9926 CER
TS281 SRR3119187 0.994 CER
TS281 SRR3119188 0.9938 CER
TS281 SRR3119189 0.9932 CER
TS281 SRR3119190 0.989 CER
TS281 SRR786507 0.9841 CER
TS281 SRR786508 0.9836 CER
TS281 SRR786509 0.9844 CER
TS281 SRR786514 0.9808 CER
TS281 SRR786515 0.9732 CER
TS281 SRR786516 0.9761 CER
TS281 SRR786517 0.9742 CER
TS281 SRR786520 0.9424 CER
TS281 SRR786521 0.9429 CER
TS281 SRR786522 0.9562 CER
TS281 SRR786523 0.9562 CER
TS281 SRR786525 0.9769 CER
TS281 SRR786526 0.9665 CER
TS281 SRR786527 0.9736 CER
TS281 SRR786528 0.9865 CER
TS281 SRR786529 0.9646 CER
TS281 SRR786530 0.9671 CER
TS281 SRR786531 0.9554 CER
TS281 SRR786532 0.9503 CER
TS281 SRR786533 0.9607 CER
TS281 SRR786534 0.9625 CER
TS281 SRR786535 0.9709 CER
TS281 SRR786536 0.9724 CER
TS281 SRR786537 0.9733 CER
TS281 SRR786538 0.9485 CER
TS281 SRR786539 0.9508 CER
TS281 SRR786540 0.9732 CER
TS281 SRR786541 0.9703 CER
TS281 SRR786542 0.9796 CER
TS281 SRR786543 0.9321 CER
TS281 SRR786544 0.9253 CER
TS281 SRR786545 0.9682 CER
TS281 SRR786546 0.9753 CER
TS281 SRR786547 0.9746 CER
TS281 SRR786548 0.9733 CER
TS281 SRR786549 0.9674 CER
TS281 SRR786550 0.974 CER
TS281 SRR786551 0.9763 CER
TS281 SRR786581 0.9482 CER
TS281 SRR786582 0.9546 CER
TS281 SRR786583 0.9486 CER
TS281 SRR786584 0.9548 CER
TS281 SRR786585 0.9584 CER
TS281 SRR786586 0.9592 CER
TS281 SRR786587 0.9476 CER
TS281 SRR786588 0.9509 CER
TS281 SRR786589 0.9623 CER
TS281 SRR786590 0.9655 CER
TS281 SRR786591 0.9572 CER
TS281 SRR786592 0.9596 CER
TS281 SRR786593 0.9627 CER
TS281 SRR786594 0.9653 CER
TS281 SRR786595 0.9569 CER
TS281 SRR786596 0.9599 CER
TS238 SRR10435545 0.979 CER
TS238 SRR10435546 0.9818 CER
TS238 SRR10435547 0.9865 CER
TS238 SRR10435549 0.9145 CER
TS238 SRR12560324 0.9542 CER
TS238 SRR2064660 0.99 CER
TS238 SRR2064662 0.9933 CER
TS238 SRR2064663 0.9917 CER
TS238 SRR2064665 0.9876 CER
TS238 SRR2064668 0.9894 CER
TS238 SRR2064671 0.9926 CER
TS238 SRR2356898 0.933 CER
TS238 SRR2356905 0.9566 CER
TS238 SRR2356907 0.9533 CER
TS238 SRR2356916 0.9465 CER
TS238 SRR2356941 0.9235 CER
TS238 SRR2356969 0.9514 CER
TS238 SRR2939611 0.955 CER
TS238 SRR2939613 0.9517 CER
TS238 SRR2939615 0.9602 CER
TS238 SRR3031978 0.919 CER
TS238 SRR3119178 0.984 CER
TS238 SRR3119184 0.985 CER
TS238 SRR3119185 0.9919 CER
TS238 SRR3119186 0.9915 CER
TS238 SRR3119187 0.9927 CER
TS238 SRR3119188 0.9921 CER
TS238 SRR3119189 0.9916 CER
TS238 SRR3119190 0.9875 CER
TS238 SRR786507 0.9835 CER
TS238 SRR786508 0.983 CER
TS238 SRR786509 0.9837 CER
TS238 SRR786514 0.9807 CER
TS238 SRR786515 0.973 CER
TS238 SRR786516 0.9759 CER
TS238 SRR786517 0.974 CER
TS238 SRR786520 0.9414 CER
TS238 SRR786521 0.9417 CER
TS238 SRR786522 0.9554 CER
TS238 SRR786523 0.9553 CER
TS238 SRR786525 0.9769 CER
TS238 SRR786526 0.9657 CER
TS238 SRR786527 0.973 CER
TS238 SRR786528 0.9855 CER
TS238 SRR786529 0.964 CER
TS238 SRR786530 0.9665 CER
TS238 SRR786531 0.9547 CER
TS238 SRR786532 0.9494 CER
TS238 SRR786533 0.9601 CER
TS238 SRR786534 0.9618 CER
TS238 SRR786535 0.9701 CER
TS238 SRR786536 0.9717 CER
TS238 SRR786537 0.9722 CER
TS238 SRR786538 0.9443 CER
TS238 SRR786539 0.9468 CER
TS238 SRR786540 0.9731 CER
TS238 SRR786541 0.9702 CER
TS238 SRR786542 0.9791 CER
TS238 SRR786543 0.9312 CER
TS238 SRR786544 0.924 CER
TS238 SRR786545 0.9674 CER
TS238 SRR786546 0.9747 CER
TS238 SRR786547 0.9738 CER
TS238 SRR786548 0.9724 CER
TS238 SRR786549 0.9672 CER
TS238 SRR786550 0.9737 CER
TS238 SRR786551 0.9756 CER
TS238 SRR786581 0.9478 CER
TS238 SRR786582 0.9542 CER
TS238 SRR786583 0.9486 CER
TS238 SRR786584 0.9548 CER
TS238 SRR786585 0.9581 CER
TS238 SRR786586 0.9587 CER
TS238 SRR786587 0.9478 CER
TS238 SRR786588 0.9509 CER
TS238 SRR786589 0.9621 CER
TS238 SRR786590 0.9651 CER
TS238 SRR786591 0.9573 CER
TS238 SRR786592 0.9598 CER
TS238 SRR786593 0.9626 CER
TS238 SRR786594 0.9652 CER
TS238 SRR786595 0.9571 CER
TS238 SRR786596 0.9604 CER
TS623 SRR10435545 0.9736 CER
TS623 SRR10435546 0.979 CER
TS623 SRR10435547 0.983 CER
TS623 SRR10435549 0.9093 CER
TS623 SRR12560324 0.9523 CER
TS623 SRR2064660 0.9927 CER
TS623 SRR2064662 0.9896 CER
TS623 SRR2064663 0.9881 CER
TS623 SRR2064665 0.9909 CER
TS623 SRR2064668 0.9919 CER
TS623 SRR2064671 0.9939 CER
TS623 SRR2356898 0.9368 CER
TS623 SRR2356905 0.9535 CER
TS623 SRR2356907 0.9503 CER
TS623 SRR2356916 0.9525 CER
TS623 SRR2356941 0.9265 CER
TS623 SRR2356969 0.9553 CER
TS623 SRR2939611 0.9724 CER
TS623 SRR2939613 0.9769 CER
TS623 SRR2939615 0.9754 CER
TS623 SRR3031978 0.921 CER
TS623 SRR3119178 0.9798 CER
TS623 SRR3119184 0.9805 CER
TS623 SRR3119185 0.9886 CER
TS623 SRR3119186 0.9889 CER
TS623 SRR3119187 0.9894 CER
TS623 SRR3119188 0.988 CER
TS623 SRR3119189 0.9873 CER
TS623 SRR3119190 0.9833 CER
TS623 SRR786507 0.9805 CER
TS623 SRR786508 0.9813 CER
TS623 SRR786509 0.9807 CER
TS623 SRR786514 0.984 CER
TS623 SRR786515 0.9765 CER
TS623 SRR786516 0.9788 CER
TS623 SRR786517 0.9777 CER
TS623 SRR786520 0.9377 CER
TS623 SRR786521 0.9376 CER
TS623 SRR786522 0.952 CER
TS623 SRR786523 0.9519 CER
TS623 SRR786525 0.9749 CER
TS623 SRR786526 0.9624 CER
TS623 SRR786527 0.9704 CER
TS623 SRR786528 0.9815 CER
TS623 SRR786529 0.9613 CER
TS623 SRR786530 0.9645 CER
TS623 SRR786531 0.9506 CER
TS623 SRR786532 0.9449 CER
TS623 SRR786533 0.9573 CER
TS623 SRR786534 0.9594 CER
TS623 SRR786535 0.9672 CER
TS623 SRR786536 0.9695 CER
TS623 SRR786537 0.9686 CER
TS623 SRR786538 0.9441 CER
TS623 SRR786539 0.9469 CER
TS623 SRR786540 0.9711 CER
TS623 SRR786541 0.968 CER
TS623 SRR786542 0.9757 CER
TS623 SRR786543 0.9265 CER
TS623 SRR786544 0.9186 CER
TS623 SRR786545 0.9644 CER
TS623 SRR786546 0.9725 CER
TS623 SRR786547 0.9705 CER
TS623 SRR786548 0.9688 CER
TS623 SRR786549 0.9659 CER
TS623 SRR786550 0.9729 CER
TS623 SRR786551 0.973 CER
TS623 SRR786581 0.9519 CER
TS623 SRR786582 0.9581 CER
TS623 SRR786583 0.9523 CER
TS623 SRR786584 0.9577 CER
TS623 SRR786585 0.9614 CER
TS623 SRR786586 0.9621 CER
TS623 SRR786587 0.9514 CER
TS623 SRR786588 0.9542 CER
TS623 SRR786589 0.9653 CER
TS623 SRR786590 0.9685 CER
TS623 SRR786591 0.9604 CER
TS623 SRR786592 0.9624 CER
TS623 SRR786593 0.9659 CER
TS623 SRR786594 0.9684 CER
TS623 SRR786595 0.9602 CER
TS623 SRR786596 0.9628 CER
TS15 SRR10435545 0.9742 PIM
TS15 SRR10435546 0.9721 PIM
TS15 SRR10435547 0.9824 PIM
TS15 SRR10435549 0.9095 PIM
TS15 SRR12560324 0.9509 PIM
TS15 SRR2064660 0.9884 PIM
TS15 SRR2064662 0.9891 PIM
TS15 SRR2064663 0.9884 PIM
TS15 SRR2064665 0.9852 PIM
TS15 SRR2064668 0.9885 PIM
TS15 SRR2064671 0.9906 PIM
TS15 SRR2356898 0.934 PIM
TS15 SRR2356905 0.9527 PIM
TS15 SRR2356907 0.9506 PIM
TS15 SRR2356916 0.9457 PIM
TS15 SRR2356941 0.9234 PIM
TS15 SRR2356969 0.9497 PIM
TS15 SRR2939611 0.966 PIM
TS15 SRR2939613 0.9704 PIM
TS15 SRR2939615 0.9628 PIM
TS15 SRR3031978 0.9199 PIM
TS15 SRR3119178 0.9802 PIM
TS15 SRR3119184 0.9811 PIM
TS15 SRR3119185 0.9892 PIM
TS15 SRR3119186 0.9893 PIM
TS15 SRR3119187 0.9886 PIM
TS15 SRR3119188 0.9881 PIM
TS15 SRR3119189 0.9876 PIM
TS15 SRR3119190 0.9837 PIM
TS15 SRR786507 0.9799 PIM
TS15 SRR786508 0.9803 PIM
TS15 SRR786509 0.9801 PIM
TS15 SRR786514 0.9801 PIM
TS15 SRR786515 0.9724 PIM
TS15 SRR786516 0.9752 PIM
TS15 SRR786517 0.9735 PIM
TS15 SRR786520 0.9371 PIM
TS15 SRR786521 0.9372 PIM
TS15 SRR786522 0.9512 PIM
TS15 SRR786523 0.951 PIM
TS15 SRR786525 0.9742 PIM
TS15 SRR786526 0.9614 PIM
TS15 SRR786527 0.9692 PIM
TS15 SRR786528 0.9808 PIM
TS15 SRR786529 0.9607 PIM
TS15 SRR786530 0.9635 PIM
TS15 SRR786531 0.952 PIM
TS15 SRR786532 0.9465 PIM
TS15 SRR786533 0.9568 PIM
TS15 SRR786534 0.9589 PIM
TS15 SRR786535 0.9666 PIM
TS15 SRR786536 0.9686 PIM
TS15 SRR786537 0.9678 PIM
TS15 SRR786538 0.943 PIM
TS15 SRR786539 0.9458 PIM
TS15 SRR786540 0.9704 PIM
TS15 SRR786541 0.9672 PIM
TS15 SRR786542 0.9752 PIM
TS15 SRR786543 0.9269 PIM
TS15 SRR786544 0.919 PIM
TS15 SRR786545 0.9636 PIM
TS15 SRR786546 0.9713 PIM
TS15 SRR786547 0.9702 PIM
TS15 SRR786548 0.9687 PIM
TS15 SRR786549 0.965 PIM
TS15 SRR786550 0.9719 PIM
TS15 SRR786551 0.9723 PIM
TS15 SRR786581 0.9472 PIM
TS15 SRR786582 0.9536 PIM
TS15 SRR786583 0.9474 PIM
TS15 SRR786584 0.9532 PIM
TS15 SRR786585 0.9572 PIM
TS15 SRR786586 0.9579 PIM
TS15 SRR786587 0.9461 PIM
TS15 SRR786588 0.9494 PIM
TS15 SRR786589 0.961 PIM
TS15 SRR786590 0.9641 PIM
TS15 SRR786591 0.9553 PIM
TS15 SRR786592 0.9578 PIM
TS15 SRR786593 0.9612 PIM
TS15 SRR786594 0.9636 PIM
TS15 SRR786595 0.9549 PIM
TS15 SRR786596 0.9579 PIM
TS439 SRR10435545 0.9807 PIM
TS439 SRR10435546 0.9876 PIM
TS439 SRR10435547 0.988 PIM
TS439 SRR10435549 0.9162 PIM
TS439 SRR12560324 0.9564 PIM
TS439 SRR2064660 0.9918 PIM
TS439 SRR2064662 0.9955 PIM
TS439 SRR2064663 0.9963 PIM
TS439 SRR2064665 0.9893 PIM
TS439 SRR2064668 0.991 PIM
TS439 SRR2064671 0.9927 PIM
TS439 SRR2356898 0.9336 PIM
TS439 SRR2356905 0.9586 PIM
TS439 SRR2356907 0.9575 PIM
TS439 SRR2356916 0.9475 PIM
TS439 SRR2356941 0.9235 PIM
TS439 SRR2356969 0.95 PIM
TS439 SRR2939611 0.9695 PIM
TS439 SRR2939613 0.9743 PIM
TS439 SRR2939615 0.9724 PIM
TS439 SRR3031978 0.919 PIM
TS439 SRR3119178 0.9851 PIM
TS439 SRR3119184 0.9861 PIM
TS439 SRR3119185 0.9932 PIM
TS439 SRR3119186 0.9935 PIM
TS439 SRR3119187 0.9939 PIM
TS439 SRR3119188 0.9933 PIM
TS439 SRR3119189 0.9928 PIM
TS439 SRR3119190 0.9887 PIM
TS439 SRR786507 0.9839 PIM
TS439 SRR786508 0.9834 PIM
TS439 SRR786509 0.9842 PIM
TS439 SRR786514 0.9804 PIM
TS439 SRR786515 0.9728 PIM
TS439 SRR786516 0.9757 PIM
TS439 SRR786517 0.9738 PIM
TS439 SRR786520 0.9424 PIM
TS439 SRR786521 0.9429 PIM
TS439 SRR786522 0.9562 PIM
TS439 SRR786523 0.9562 PIM
TS439 SRR786525 0.9766 PIM
TS439 SRR786526 0.9666 PIM
TS439 SRR786527 0.9738 PIM
TS439 SRR786528 0.9864 PIM
TS439 SRR786529 0.9646 PIM
TS439 SRR786530 0.9671 PIM
TS439 SRR786531 0.9555 PIM
TS439 SRR786532 0.9505 PIM
TS439 SRR786533 0.9606 PIM
TS439 SRR786534 0.9623 PIM
TS439 SRR786535 0.971 PIM
TS439 SRR786536 0.9725 PIM
TS439 SRR786537 0.9732 PIM
TS439 SRR786538 0.9483 PIM
TS439 SRR786539 0.9506 PIM
TS439 SRR786540 0.9731 PIM
TS439 SRR786541 0.9701 PIM
TS439 SRR786542 0.9793 PIM
TS439 SRR786543 0.9323 PIM
TS439 SRR786544 0.9256 PIM
TS439 SRR786545 0.9682 PIM
TS439 SRR786546 0.9753 PIM
TS439 SRR786547 0.9744 PIM
TS439 SRR786548 0.9732 PIM
TS439 SRR786549 0.9674 PIM
TS439 SRR786550 0.9739 PIM
TS439 SRR786551 0.9761 PIM
TS439 SRR786581 0.9479 PIM
TS439 SRR786582 0.9542 PIM
TS439 SRR786583 0.9481 PIM
TS439 SRR786584 0.9542 PIM
TS439 SRR786585 0.9581 PIM
TS439 SRR786586 0.9588 PIM
TS439 SRR786587 0.9472 PIM
TS439 SRR786588 0.9503 PIM
TS439 SRR786589 0.962 PIM
TS439 SRR786590 0.9651 PIM
TS439 SRR786591 0.9567 PIM
TS439 SRR786592 0.9591 PIM
TS439 SRR786593 0.9625 PIM
TS439 SRR786594 0.965 PIM
TS439 SRR786595 0.9564 PIM
TS439 SRR786596 0.9593 PIM
TS156 SRR10435545 0.9764 PIM
TS156 SRR10435546 0.9849 PIM
TS156 SRR10435547 0.984 PIM
TS156 SRR10435549 0.9126 PIM
TS156 SRR12560324 0.9523 PIM
TS156 SRR2064660 0.9907 PIM
TS156 SRR2064662 0.9912 PIM
TS156 SRR2064663 0.989 PIM
TS156 SRR2064665 0.9887 PIM
TS156 SRR2064668 0.9908 PIM
TS156 SRR2064671 0.9925 PIM
TS156 SRR2356898 0.935 PIM
TS156 SRR2356905 0.9543 PIM
TS156 SRR2356907 0.9505 PIM
TS156 SRR2356916 0.9492 PIM
TS156 SRR2356941 0.925 PIM
TS156 SRR2356969 0.9528 PIM
TS156 SRR2939611 0.9676 PIM
TS156 SRR2939613 0.9725 PIM
TS156 SRR2939615 0.9704 PIM
TS156 SRR3031978 0.92 PIM
TS156 SRR3119178 0.9755 PIM
TS156 SRR3119184 0.9757 PIM
TS156 SRR3119185 0.989 PIM
TS156 SRR3119186 0.9892 PIM
TS156 SRR3119187 0.9888 PIM
TS156 SRR3119188 0.9812 PIM
TS156 SRR3119189 0.9811 PIM
TS156 SRR3119190 0.979 PIM
TS156 SRR786507 0.9815 PIM
TS156 SRR786508 0.9815 PIM
TS156 SRR786509 0.9815 PIM
TS156 SRR786514 0.9815 PIM
TS156 SRR786515 0.9739 PIM
TS156 SRR786516 0.9768 PIM
TS156 SRR786517 0.9752 PIM
TS156 SRR786520 0.939 PIM
TS156 SRR786521 0.9391 PIM
TS156 SRR786522 0.9535 PIM
TS156 SRR786523 0.9534 PIM
TS156 SRR786525 0.9754 PIM
